Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,winner_num
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ferreira W.,Bastl G.,53,78,-1,-1,-1.0,-1.0,6-3 6-3 4-6 7-6,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Draper S.,Ferrero J.C.,200,40,-1,-1,-1.0,-1.0,6-7 3-6 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Fromberg R.,Enqvist T.,80,6,-1,-1,-1.0,-1.0,6-4 7-6 4-6 3-6 10-8,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Motomura G.,Grosjean S.,148,26,-1,-1,-1.0,-1.0,3-6 3-6 2-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Saulnier C.,12,171,-1,-1,-1.0,-1.0,7-6 6-4 4-6 6-2,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Golmard J.,Henman T.,31,13,-1,-1,-1.0,-1.0,7-6 3-6 6-7 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Goldstein P.,17,87,-1,-1,-1.0,-1.0,6-2 6-7 7-6 6-4,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Karbacher B.,Hill M.,139,238,-1,-1,-1.0,-1.0,4-6 2-6 2-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ilie A.,Tarango J.,46,65,-1,-1,-1.0,-1.0,6-3 7-6 4-6 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Pioline C.,Ivanisevic G.,15,70,-1,-1,-1.0,-1.0,4-6 6-2 5-7 6-1 7-9,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Johansson T.,Kulti N.,42,121,-1,-1,-1.0,-1.0,6-1 6-2 6-4,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Diaz J.,Jonsson F.,84,123,-1,-1,-1.0,-1.0,6-4 6-4 2-6 5-7 3-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Knippschild J.,2,85,-1,-1,-1.0,-1.0,6-7 6-4 6-1 6-2,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Canas G.,Kiefer N.,74,4,-1,-1,-1.0,-1.0,6-4 3-6 4-6 4-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Cadart R.,43,217,-1,-1,-1.0,-1.0,6-3 5-7 6-2 6-4,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Krajicek R.,25,10,-1,-1,-1.0,-1.0,1-6 2-6 5-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kroslak J.,Lopez-Moron A.,104,117,-1,-1,-1.0,-1.0,6-1 3-6 6-3 7-5,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev A.,Lapentti N.,32,7,-1,-1,-1.0,-1.0,3-6 7-5 7-6 4-6 6-8,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Gaudio G.,263,61,-1,-1,-1.0,-1.0,6-3 6-3 6-2,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Black B.,Martin T.,71,9,-1,-1,-1.0,-1.0,7-5 7-6 4-6 2-6 6-8,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Mirnyi M.,Agenor R.,67,94,-1,-1,-1.0,-1.0,6-7 7-6 6-3 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Mamiit C.,Norman M.,97,11,-1,-1,-1.0,-1.0,5-7 4-6 6-3 3-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Hipfl M.,37,75,-1,-1,-1.0,-1.0,6-3 4-6 6-3 5-7 6-2,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Petrovic D.,Paes L.,201,137,-1,-1,-1.0,-1.0,2-6 6-3 6-7 4-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Philippoussis M.,Okun N.,19,189,-1,-1,-1.0,-1.0,6-4 6-2 2-6 3-6 6-2,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Kuerten G.,Portas A.,5,91,-1,-1,-1.0,-1.0,6-4 6-4 4-6 6-7 4-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Pozzi G.,Zib T.,82,118,-1,-1,-1.0,-1.0,6-3 7-6 6-7 6-1,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,O'Brien A.,Pretzsch A.,162,115,-1,-1,-1.0,-1.0,6-7 2-6 1-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Rochus C.,Costa A.,120,20,-1,-1,-1.0,-1.0,6-3 6-7 6-4 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Delgado J.,Rosset M.,143,45,-1,-1,-1.0,-1.0,6-7 3-6 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sampras P.,Arthurs W.,3,105,-1,-1,-1.0,-1.0,6-4 7-5 6-4,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Blanco G.,Schalken S.,77,47,-1,-1,-1.0,-1.0,6-7 4-6 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Marin J.A.,60,73,-1,-1,-1.0,-1.0,6-3 6-3 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Sekulov J.,72,133,-1,-1,-1.0,-1.0,6-7 6-4 6-4 5-7 0-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sluiter R.,Gaudenzi A.,166,88,-1,-1,-1.0,-1.0,3-6 6-1 3-6 6-3 13-11,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sirianni J.,Squillari F.,356,48,-1,-1,-1.0,-1.0,3-6 2-6 1-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Kucera K.,102,18,-1,-1,-1.0,-1.0,6-2 6-4 3-6 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Stafford G.,23,472,-1,-1,-1.0,-1.0,6-7 4-6 1-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Tieleman L.,Martin A.,89,52,-1,-1,-1.0,-1.0,6-2 7-6 6-7 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Lareau S.,Tillstrom M.,103,79,-1,-1,-1.0,-1.0,6-4 4-6 2-6 1-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Ullyett K.,Tabara M.,182,122,-1,-1,-1.0,-1.0,6-1 7-6 4-6 6-1,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Stanoytchev O.,Vacek D.,109,44,-1,-1,-1.0,-1.0,6-1 6-7 6-7 2-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Vanek J.,Wessels P.,153,114,-1,-1,-1.0,-1.0,6-4 6-3 2-6 7-6,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Berasategui A.,Vicente F.,59,55,-1,-1,-1.0,-1.0,0-6 2-6 2-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Vinciguerra A.,Gumy H.,99,63,-1,-1,-1.0,-1.0,7-6 6-1 6-1,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Spadea V.,Voinea A.,21,95,-1,-1,-1.0,-1.0,6-7 6-4 6-4 3-6 2-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Woodbridge T.,Siemerink J.,204,93,-1,-1,-1.0,-1.0,6-4 6-1 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Sanguinetti D.,Woodforde M.,113,126,-1,-1,-1.0,-1.0,3-6 4-6 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Woodruff C.,Damm M.,56,92,-1,-1,-1.0,-1.0,6-3 7-6 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,1st Round,5,Mantilla F.,Zabaleta M.,27,33,-1,-1,-1.0,-1.0,1-6 7-5 3-6 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Agassi A.,Schalken S.,1,47,-1,-1,-1.0,-1.0,7-5 6-0 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Llodra M.,Alami K.,263,35,-1,-1,-1.0,-1.0,6-7 3-6 2-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Arazi H.,Jonsson F.,41,123,-1,-1,-1.0,-1.0,6-3 6-4 6-4,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Vanek J.,Bjorkman J.,153,76,-1,-1,-1.0,-1.0,4-6 6-3 4-6 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Black W.,Rosset M.,151,45,-1,-1,-1.0,-1.0,6-1 2-6 7-6 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Ivanisevic G.,Clavet F.,70,39,-1,-1,-1.0,-1.0,6-7 4-6 2-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Dosedel S.,Srichaphan P.,64,102,-1,-1,-1.0,-1.0,4-6 6-2 6-4 6-1,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,El Aynaoui Y.,12,29,-1,-1,-1.0,-1.0,5-7 3-6 3-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Escude N.,Krajicek R.,34,10,-1,-1,-1.0,-1.0,2-6 6-3 6-1 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Kroslak J.,Federer R.,104,62,-1,-1,-1.0,-1.0,6-7 2-6 3-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Ferreira W.,Johansson T.,53,42,-1,-1,-1.0,-1.0,6-3 6-2 6-7 4-6 6-2,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Tieleman L.,Ferrero J.C.,89,40,-1,-1,-1.0,-1.0,6-7 4-6 7-5 7-6 4-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Fromberg R.,Pretzsch A.,80,115,-1,-1,-1.0,-1.0,7-6 7-6 6-4,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Hill M.,Grosjean S.,238,26,-1,-1,-1.0,-1.0,6-4 1-6 6-7 0-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Corretja A.,17,30,-1,-1,-1.0,-1.0,6-0 6-0 6-1,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Novak J.,Ilie A.,37,46,-1,-1,-1.0,-1.0,3-6 6-7 7-6 4-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Kafelnikov Y.,Vacek D.,2,44,-1,-1,-1.0,-1.0,6-3 6-0 6-1,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Behrend T.,Kiefer N.,106,4,-1,-1,-1.0,-1.0,6-7 0-6 2-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Koubek S.,Stafford G.,43,472,-1,-1,-1.0,-1.0,5-7 7-5 2-6 6-2 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Dupuis A.,Mirnyi M.,98,67,-1,-1,-1.0,-1.0,7-6 6-7 6-7 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Norman M.,Pozzi G.,11,82,-1,-1,-1.0,-1.0,6-4 6-3 6-4,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Sluiter R.,Philippoussis M.,166,19,-1,-1,-1.0,-1.0,1-6 6-2 6-7 1-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Rochus C.,Ullyett K.,120,182,-1,-1,-1.0,-1.0,6-4 6-4 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Tillstrom M.,Sampras P.,79,3,-1,-1,-1.0,-1.0,3-6 6-7 1-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Squillari F.,Woodforde M.,48,126,-1,-1,-1.0,-1.0,6-4 7-6 3-6 6-4,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Martin T.,Vicente F.,9,55,-1,-1,-1.0,-1.0,4-6 6-2 6-3 3-6 5-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Vinciguerra A.,Paes L.,99,137,-1,-1,-1.0,-1.0,7-6 6-4 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Portas A.,Voinea A.,91,95,-1,-1,-1.0,-1.0,2-6 1-6 3-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Woodruff C.,Sekulov J.,56,133,-1,-1,-1.0,-1.0,6-3 6-2 6-2,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Woodbridge T.,Zabaleta M.,204,33,-1,-1,-1.0,-1.0,6-7 6-4 1-6 4-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Agassi A.,Zabaleta M.,1,33,-1,-1,-1.0,-1.0,6-4 6-4 6-2,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Vicente F.,Arazi H.,55,41,-1,-1,-1.0,-1.0,3-6 3-6 2-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Clement A.,Federer R.,54,62,-1,-1,-1.0,-1.0,6-1 6-4 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Squillari F.,Dosedel S.,48,64,-1,-1,-1.0,-1.0,5-7 2-6 3-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,El Aynaoui Y.,Ferrero J.C.,29,40,-1,-1,-1.0,-1.0,7-6 4-6 4-6 7-6 6-4,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Vinciguerra A.,Escude N.,99,34,-1,-1,-1.0,-1.0,4-6 4-6 3-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Ferreira W.,Clavet F.,53,39,-1,-1,-1.0,-1.0,6-3 6-4 3-6 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Grosjean S.,Henman T.,26,13,-1,-1,-1.0,-1.0,1-6 4-6 6-4 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Voinea A.,17,95,-1,-1,-1.0,-1.0,6-2 7-5 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Koubek S.,Kafelnikov Y.,43,2,-1,-1,-1.0,-1.0,3-6 3-6 4-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Kiefer N.,Alami K.,4,35,-1,-1,-1.0,-1.0,6-3 6-4 6-2,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Bjorkman J.,Norman M.,76,11,-1,-1,-1.0,-1.0,4-6 4-6 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Philippoussis M.,Ilie A.,19,46,-1,-1,-1.0,-1.0,6-4 7-6 6-1,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Mirnyi M.,Rochus C.,67,120,-1,-1,-1.0,-1.0,6-3 4-6 3-6 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Sampras P.,Black W.,3,151,-1,-1,-1.0,-1.0,6-7 3-6 6-3 7-5 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Fromberg R.,Woodruff C.,80,56,-1,-1,-1.0,-1.0,1-6 4-6 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Philippoussis M.,1,19,-1,-1,-1.0,-1.0,6-4 7-6 5-7 6-3,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Escude N.,Arazi H.,34,41,-1,-1,-1.0,-1.0,4-6 3-6 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,El Aynaoui Y.,Clement A.,29,54,-1,-1,-1.0,-1.0,3-6 6-3 6-4 3-6 10-8,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Rochus C.,Kafelnikov Y.,120,2,-1,-1,-1.0,-1.0,1-6 3-6 5-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Kiefer N.,Ferreira W.,4,53,-1,-1,-1.0,-1.0,6-3 6-4 6-2,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Hewitt L.,Norman M.,17,11,-1,-1,-1.0,-1.0,3-6 1-6 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Sampras P.,Dosedel S.,3,64,-1,-1,-1.0,-1.0,6-1 6-2 3-6 6-1,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Henman T.,Woodruff C.,13,56,-1,-1,-1.0,-1.0,5-7 6-1 4-6 6-3 5-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,Agassi A.,Arazi H.,1,41,-1,-1,-1.0,-1.0,6-4 6-4 6-2,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,El Aynaoui Y.,Kafelnikov Y.,29,2,-1,-1,-1.0,-1.0,0-6 3-6 6-7,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,Norman M.,Kiefer N.,11,4,-1,-1,-1.0,-1.0,3-6 6-3 6-1 7-6,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,Woodruff C.,Sampras P.,56,3,-1,-1,-1.0,-1.0,5-7 3-6 3-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Semifinals,5,Agassi A.,Sampras P.,1,3,-1,-1,-1.0,-1.0,6-4 3-6 6-7 7-6 6-1,player 1
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Semifinals,5,Norman M.,Kafelnikov Y.,11,2,-1,-1,-1.0,-1.0,1-6 2-6 4-6,player 2
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,The Final,5,Agassi A.,Kafelnikov Y.,1,2,-1,-1,-1.0,-1.0,3-6 6-3 6-2 6-4,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Norman M.,Alami K.,6,34,-1,-1,-1.0,-1.0,6-7 5-7,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Arazi H.,Schuettler R.,27,57,-1,-1,-1.0,-1.0,6-2 6-3,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Vacek D.,Black W.,45,153,-1,-1,-1.0,-1.0,2-6 3-6,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Blanco G.,Schalken S.,78,49,-1,-1,-1.0,-1.0,6-3 6-3,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Berasategui A.,Costa A.,59,18,-1,-1,-1.0,-1.0,4-6 5-7,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Ilie A.,21,50,-1,-1,-1.0,-1.0,6-3 6-3,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Damm M.,Ferrero J.C.,108,39,-1,-1,-1.0,-1.0,3-6 6-7,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Golmard J.,Clavet F.,33,37,-1,-1,-1.0,-1.0,6-4 4-6 6-1,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Burgsmuller L.,Kiefer N.,160,4,-1,-1,-1.0,-1.0,1-6 6-2 4-6,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Koubek S.,Marin J.A.,40,72,-1,-1,-1.0,-1.0,6-3 6-2,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Gross O.,Lapentti N.,173,9,-1,-1,-1.0,-1.0,3-6 2-6,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Mantilla F.,Black B.,25,70,-1,-1,-1.0,-1.0,7-6 6-2,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Tarango J.,Martin A.,76,52,-1,-1,-1.0,-1.0,7-6 2-6 2-6,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Novak J.,Alvarez E.,43,141,-1,-1,-1.0,-1.0,6-3 1-6 6-1,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Prinosil D.,Pavel A.,68,61,-1,-1,-1.0,-1.0,2-6 2-6,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Vicente F.,Paes L.,47,140,-1,-1,-1.0,-1.0,6-0 4-6 6-3,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Vicente F.,Alami K.,47,34,-1,-1,-1.0,-1.0,4-6 6-3 1-6,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Costa A.,Koubek S.,18,40,-1,-1,-1.0,-1.0,6-0 6-4,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Blanco G.,El Aynaoui Y.,78,21,-1,-1,-1.0,-1.0,4-6 6-1 0-6,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Lapentti N.,39,9,-1,-1,-1.0,-1.0,6-4 6-3,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Pavel A.,Golmard J.,61,33,-1,-1,-1.0,-1.0,6-3 4-6 6-7,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Kiefer N.,Martin A.,4,52,-1,-1,-1.0,-1.0,6-3 5-7 6-0,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Black W.,Mantilla F.,153,25,-1,-1,-1.0,-1.0,1-6 3-6,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Novak J.,Arazi H.,43,27,-1,-1,-1.0,-1.0,6-4 1-6 6-0,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Novak J.,Alami K.,43,34,-1,-1,-1.0,-1.0,4-6 2-6,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Costa A.,El Aynaoui Y.,18,21,-1,-1,-1.0,-1.0,6-2 6-4,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Mantilla F.,Ferrero J.C.,25,39,-1,-1,-1.0,-1.0,3-6 6-4 6-7,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Kiefer N.,Golmard J.,4,33,-1,-1,-1.0,-1.0,6-3 7-6,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,Semifinals,3,Alami K.,Ferrero J.C.,34,39,-1,-1,-1.0,-1.0,6-7 3-6,player 2
Dubai Open,2000-02-07,International,Outdoor,Hard,Semifinals,3,Kiefer N.,Costa A.,4,18,-1,-1,-1.0,-1.0,6-2 6-0,player 1
Dubai Open,2000-02-07,International,Outdoor,Hard,The Final,3,Ferrero J.C.,Kiefer N.,39,4,-1,-1,-1.0,-1.0,5-7 6-4 3-6,player 2
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Clement A.,Pretzsch A.,51,118,-1,-1,-1.0,-1.0,6-0 4-6 6-3,player 1
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Bjorkman J.,Diaz J.,65,87,-1,-1,-1.0,-1.0,5-7 2-6,player 2
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Enqvist T.,Portas A.,12,85,-1,-1,-1.0,-1.0,7-5 5-7 6-1,player 1
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Dupuis A.,Federer R.,93,67,-1,-1,-1.0,-1.0,4-6 4-6,player 2
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Grosjean S.,di Pasquale A.,20,54,-1,-1,-1.0,-1.0,7-6 6-1,player 1
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Stanoytchev O.,Guardiola T.,107,147,-1,-1,-1.0,-1.0,3-6 6-1 4-6,player 2
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Ivanisevic G.,Saulnier C.,63,167,-1,-1,-1.0,-1.0,6-7 7-6 6-0,player 1
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Bastl G.,Johansson T.,74,41,-1,-1,-1.0,-1.0,0-6 6-7,player 2
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Kafelnikov Y.,Pozzi G.,3,89,-1,-1,-1.0,-1.0,1-6 6-4 6-4,player 1
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Hrbaty D.,Kroslak J.,24,114,-1,-1,-1.0,-1.0,6-7 4-6,player 2
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Ljubicic I.,Voinea A.,69,80,-1,-1,-1.0,-1.0,6-3 7-6,player 1
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Arthurs W.,Rosset M.,106,77,-1,-1,-1.0,-1.0,3-6 3-6,player 2
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Santoro F.,Wessels P.,38,110,-1,-1,-1.0,-1.0,7-5 6-2,player 1
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Raoux G.,Siemerink J.,186,91,-1,-1,-1.0,-1.0,6-7 6-2 6-7,player 2
